"MSSubClass","MSZoning","LotArea","Alley","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolQC","Fence","SaleType","SaleCondition","SalePrice"
"X20","RL",13286,"No","IR1","Lvl","Edwards","1Fam","1Story",9,5,2007,1,"Hip","CemntBd","CmentBd","Stone",340,"Ex","PConc","Ex","TA","No","GLQ",1234,"Unf",0,464,1698,"Ex","Y","SBrkr",1698,0,0,1698,1,2,0,3,1,"Ex",8,1,"Gd","Attchd","Fin",3,768,"Y",327,64,0,0,0,1,"No","WD","Normal",12.6760762747759
"X20","RL",6960,"No","Reg","Lvl","NAmes","1Fam","1Story",4,6,1970,0,"Gable","HdBoard","Plywood","None",0,"TA","CBlock","TA","TA","No","ALQ",375,"BLQ",239,250,864,"TA","Y","SBrkr",864,0,0,864,0,1,0,3,1,"Gd",5,0,"No","Detchd","Unf",2,660,"Y",96,0,0,0,0,1,"No","WD","Normal",11.6994050319128
"X20","RL",21695,"No","IR1","Lvl","Crawfor","1Fam","1Story",6,9,1988,19,"Hip","Wd Sdng","Plywood","BrkFace",260,"Gd","CBlock","Gd","TA","No","GLQ",808,"Unf",0,72,880,"Ex","Y","SBrkr",1680,0,0,1680,1,2,0,3,1,"Gd",5,1,"Gd","Attchd","Fin",2,540,"Y",292,44,0,182,0,1,"No","WD","Normal",12.3104326608544
"X20","RL",7314,"No","Reg","Lvl","CollgCr","1Fam","1Story",7,5,2007,0,"Gable","VinylSd","VinylSd","Stone",82,"Gd","PConc","Gd","TA","Av","GLQ",724,"Unf",0,508,1232,"Ex","Y","SBrkr",1232,0,0,1232,1,2,0,2,1,"Gd",6,0,"No","Attchd","RFn",2,632,"Y",132,0,0,0,0,1,"No","WD","Normal",12.1781874420406
"X30","RM",6240,"Grvl","Reg","Lvl","IDOTRR","1Fam","1.5Fin",4,5,1925,25,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","No","BLQ",152,"Unf",0,628,780,"TA","Y","FuseA",848,0,360,1208,0,1,0,2,1,"TA",5,0,"No","Detchd","Unf",2,539,"Y",0,23,112,0,0,1,"No","WD","Normal",11.5424842672118
"X120","RL",5389,"No","IR1","Lvl","StoneBr","TwnhsE","1Story",8,5,1995,1,"Gable","CemntBd","CmentBd","None",0,"Gd","PConc","Gd","TA","No","GLQ",1180,"Unf",0,415,1595,"Ex","Y","SBrkr",1616,0,0,1616,1,2,0,2,1,"Gd",5,1,"TA","Attchd","RFn",2,608,"Y",237,152,0,0,0,1,"No","WD","Normal",12.3737034869141
"X80","RL",9590,"No","IR1","Lvl","Timber","1Fam","SLvl",7,5,2003,0,"Gable","VinylSd","VinylSd","BrkFace",442,"Gd","PConc","Ex","TA","Av","GLQ",786,"Unf",0,82,868,"Ex","Y","SBrkr",1146,0,0,1146,1,2,0,3,1,"Gd",6,1,"Gd","Attchd","Fin",2,438,"Y",160,22,0,0,0,1,"No","WD","Normal",12.1415341243926
"X60","RL",11404,"No","IR1","Lvl","CollgCr","1Fam","2Story",7,5,1998,1,"Gable","VinylSd","VinylSd","BrkFace",202,"Gd","PConc","Gd","TA","Av","ALQ",252,"Unf",0,901,1153,"Ex","Y","SBrkr",1153,878,0,2031,0,2,1,3,1,"Gd",8,1,"TA","Attchd","Fin",2,541,"Y",192,84,0,0,0,1,"No","WD","Normal",12.3126823805884
"X20","RL",10000,"No","Reg","Lvl","Sawyer","1Fam","1Story",5,6,1961,22,"Hip","HdBoard","HdBoard","None",0,"TA","CBlock","TA","TA","No","BLQ",594,"Unf",0,270,864,"Ex","Y","SBrkr",1144,0,0,1144,1,1,0,3,1,"TA",6,1,"TA","Attchd","RFn",1,264,"Y",165,0,0,0,0,1,"GdWo","WD","Normal",11.7860013850326
"X20","RL",8978,"No","IR1","Lvl","Sawyer","1Fam","1Story",5,5,1968,0,"Gable","Plywood","Plywood","None",0,"TA","PConc","TA","TA","No","Unf",0,"Unf",0,948,948,"TA","Y","SBrkr",948,0,0,948,0,1,0,3,1,"TA",6,0,"No","Attchd","Unf",1,300,"Y",147,0,0,0,0,1,"No","WD","Family",11.5898865061064
"X75","RM",10800,"No","Reg","Lvl","OldTown","1Fam","2.5Unf",7,7,1914,56,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","Gd","TA","Mn","Rec",390,"Unf",0,490,880,"Fa","N","SBrkr",880,888,0,1768,0,1,1,2,1,"TA",6,2,"TA","Detchd","Unf",2,320,"N",0,341,0,0,0,1,"No","WD","Normal",12.0015054797889
"X90","RL",8544,"No","Reg","Lvl","NAmes","Duplex","1Story",3,4,1950,0,"Gable","Stucco","Stone","None",0,"TA","CBlock","No","No","No","No",0,"No",0,0,0,"Gd","N","FuseF",1040,0,0,1040,0,2,0,2,2,"TA",6,0,"No","Detchd","Unf",2,400,"Y",0,0,0,0,0,1,"No","WD","Normal",11.4457167152768
"X60","RL",10463,"No","IR1","HLS","Gilbert","1Fam","2Story",8,5,2005,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,893,893,"Ex","Y","SBrkr",901,900,0,1801,0,2,1,3,1,"Gd",8,1,"Gd","Attchd","Fin",3,800,"Y",0,116,0,0,0,1,"No","WD","Normal",12.3879774488278
"X60","RL",9313,"No","IR1","Lvl","CollgCr","1Fam","2Story",7,5,2004,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,864,864,"Ex","Y","SBrkr",864,864,0,1728,0,2,1,3,1,"Gd",7,0,"No","Attchd","RFn",2,572,"Y",187,56,0,0,0,1,"No","WD","Normal",12.1547793511426
"X70","RM",9600,"Grvl","Reg","Lvl","OldTown","1Fam","2Story",5,7,1910,92,"Gable","Wd Sdng","Wd Shng","None",0,"TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,264,264,"Ex","Y","SBrkr",768,664,0,1432,0,2,0,2,1,"TA",7,0,"No","Detchd","Unf",2,360,"Y",270,0,112,0,0,1,"GdPrv","WD","Abnorml",11.7905572015685
"X20","RL",6768,"No","IR1","Lvl","Sawyer","1Fam","1Story",6,8,1961,35,"Hip","HdBoard","HdBoard","None",0,"TA","CBlock","TA","TA","Mn","GLQ",832,"Unf",0,80,912,"Gd","Y","SBrkr",912,0,0,912,1,1,0,3,1,"Gd",5,0,"No","Detchd","Unf",1,288,"Y",168,0,0,0,0,1,"GdPrv","WD","Normal",11.8635823365834
"X20","RL",8450,"No","Reg","Lvl","SawyerW","1Fam","1Story",7,5,2000,1,"Gable","VinylSd","VinylSd","BrkFace",108,"TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1349,1349,"Ex","Y","SBrkr",1349,0,0,1349,0,2,0,3,1,"TA",6,0,"No","Attchd","Unf",2,539,"Y",120,55,0,0,0,1,"GdPrv","WD","Normal",12.0951410848229
"X80","RL",12886,"No","IR1","Lvl","Sawyer","1Fam","SLvl",5,6,1963,36,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","Gd","TA","Av","ALQ",444,"Unf",0,76,520,"Ex","Y","SBrkr",1464,0,0,1464,0,2,0,3,1,"TA",6,1,"TA","Attchd","RFn",2,480,"Y",302,0,0,0,100,1,"No","WD","Normal",12.0725412529057
"X60","RL",8795,"No","IR1","Lvl","Gilbert","1Fam","2Story",7,5,2000,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","GLQ",300,"Unf",0,652,952,"Ex","Y","SBrkr",980,1276,0,2256,0,2,1,4,1,"Gd",8,1,"TA","BuiltIn","Fin",2,554,"Y",224,54,0,0,0,1,"No","WD","Normal",12.3715870840077
"X70","RM",11700,"Pave","IR1","Lvl","OldTown","1Fam","2Story",7,7,1880,123,"Mansard","Stucco","Stucco","None",0,"Gd","Stone","TA","Fa","No","Unf",0,"Unf",0,1240,1240,"TA","N","SBrkr",1320,1320,0,2640,0,1,1,4,1,"Gd",8,1,"Gd","Detchd","Unf",4,864,"N",181,0,386,0,0,1,"No","WD","Normal",12.4911726372789
"X20","RL",10593,"No","IR1","Lvl","NoRidge","1Fam","1Story",7,5,1996,0,"Hip","VinylSd","VinylSd","BrkFace",338,"Gd","PConc","Gd","TA","No","GLQ",919,"Unf",0,801,1720,"Ex","Y","SBrkr",1720,0,0,1720,1,2,0,3,1,"Gd",7,1,"TA","Attchd","Fin",2,527,"Y",240,56,154,0,0,1,"No","WD","Normal",12.4699741893166
"X50","RL",8405,"No","Reg","Lvl","Edwards","1Fam","1.5Fin",4,3,1945,5,"Gable","WdShing","Wd Shng","None",0,"TA","Slab","No","No","No","No",0,"No",0,0,0,"TA","N","FuseF",1088,441,0,1529,0,2,0,4,1,"TA",9,0,"No","Detchd","Unf",1,240,"N",92,0,185,0,0,1,"No","WD","Normal",11.4927227576527
"X50","RM",8800,"Grvl","Reg","Lvl","OldTown","1Fam","1.5Fin",4,7,1910,94,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,576,576,"Gd","Y","SBrkr",792,348,0,1140,0,1,0,3,1,"TA",7,0,"No","No","No",0,0,"N",0,160,0,0,0,1,"No","WD","Normal",11.4772982873271
"X60","RL",7750,"No","Reg","Lvl","Gilbert","1Fam","2Story",7,5,2003,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,660,660,"Ex","Y","SBrkr",660,660,0,1320,0,2,1,3,1,"Gd",6,0,"No","Attchd","Fin",2,400,"Y",0,48,0,0,0,1,"No","WD","Normal",11.9953516142145
"X20","RL",9236,"No","IR1","Lvl","CollgCr","1Fam","1Story",6,5,1997,0,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","TA","Gd","GLQ",1200,"Unf",0,279,1479,"Ex","Y","SBrkr",1494,0,0,1494,1,2,0,3,1,"Gd",6,0,"No","Attchd","RFn",2,576,"Y",168,27,0,0,0,1,"No","WD","Normal",12.2876526325226
"X60","RL",10240,"No","Reg","Lvl","NridgHt","1Fam","2Story",8,5,2005,0,"Gable","VinylSd","VinylSd","BrkFace",178,"Gd","PConc","Gd","TA","Mn","Unf",0,"Unf",0,1030,1030,"Gd","Y","SBrkr",1038,1060,0,2098,0,2,1,3,1,"Ex",8,1,"Gd","Attchd","RFn",3,878,"Y",192,52,0,0,0,1,"No","WD","Normal",12.5263429075751
"X20","RL",7930,"No","Reg","Lvl","NAmes","1Fam","1Story",6,8,1969,36,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","TA","No","GLQ",439,"LwQ",472,115,1026,"Gd","Y","SBrkr",1026,0,0,1026,1,1,0,3,1,"Gd",5,0,"No","Detchd","RFn",2,440,"Y",171,48,0,0,0,1,"No","WD","Normal",11.9576112862317
"X160","FV",3230,"Pave","Reg","Lvl","Somerst","TwnhsE","2Story",6,5,1999,0,"Gable","MetalSd","MetalSd","BrkFace",894,"TA","PConc","Gd","TA","No","GLQ",381,"Unf",0,348,729,"Gd","Y","SBrkr",742,729,0,1471,0,2,1,3,1,"TA",6,0,"No","Detchd","Unf",2,440,"Y",0,24,0,0,0,1,"No","WD","Normal",12.0581525154536
"X60","RL",11616,"No","IR1","Lvl","Sawyer","1Fam","2Story",6,5,1978,0,"Hip","HdBoard","HdBoard","BrkCmn",328,"TA","CBlock","TA","TA","Mn","Rec",438,"Unf",0,234,672,"TA","Y","SBrkr",672,714,0,1386,0,2,1,3,1,"TA",6,1,"TA","Attchd","Fin",2,440,"Y",335,0,0,0,0,1,"GdPrv","WD","Abnorml",11.9760303525248
"X60","RL",12257,"No","IR1","Lvl","NoRidge","1Fam","2Story",8,5,1995,0,"Gable","VinylSd","VinylSd","BrkFace",513,"Gd","PConc","Gd","TA","Av","LwQ",56,"ALQ",64,1198,1318,"Ex","Y","SBrkr",1328,1203,0,2531,0,2,1,4,1,"Gd",9,1,"TA","Attchd","RFn",3,752,"Y",222,98,0,0,0,1,"No","WD","Normal",12.5776362019627
"X30","RM",6911,"No","Reg","Lvl","BrkSide","1Fam","1Story",5,5,1924,26,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","PConc","TA","TA","Mn","LwQ",405,"Unf",0,740,1145,"TA","Y","SBrkr",1301,0,0,1301,0,1,0,2,1,"Fa",5,0,"No","Detchd","Unf",2,440,"Y",0,0,0,0,0,1,"No","WD","Normal",11.5129254649702
"X60","FV",8640,"No","Reg","Lvl","Somerst","1Fam","2Story",7,5,2009,0,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","TA","Mn","GLQ",24,"Unf",0,732,756,"Ex","Y","SBrkr",764,783,0,1547,0,2,1,3,1,"Gd",7,0,"No","Attchd","Unf",2,614,"Y",169,45,0,0,0,1,"No","Con","Normal",12.2793231072698
"X60","RL",9430,"No","Reg","Lvl","NoRidge","1Fam","2Story",8,5,1999,0,"Gable","VinylSd","VinylSd","BrkFace",673,"Gd","PConc","Gd","TA","Mn","GLQ",1163,"Unf",0,89,1252,"Ex","Y","SBrkr",1268,1097,0,2365,1,2,1,3,1,"Gd",8,1,"Gd","Attchd","RFn",3,856,"Y",0,128,0,0,180,1,"No","WD","Normal",12.7278382093345
"X120","RL",9549,"No","IR1","Lvl","Veenker","TwnhsE","1Story",8,5,1995,1,"Hip","BrkFace","BrkFace","None",0,"Gd","PConc","Gd","Gd","Av","LwQ",437,"GLQ",1057,0,1494,"Ex","Y","SBrkr",1494,0,0,1494,1,1,1,2,1,"Ex",6,1,"Gd","Attchd","Fin",2,481,"Y",0,30,0,0,216,1,"No","WD","Normal",12.5061772379805
"X20","RL",14587,"No","IR1","Lvl","Somerst","1Fam","1Story",9,5,2008,0,"Gable","VinylSd","VinylSd","Stone",284,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,1498,1498,"Ex","Y","SBrkr",1506,0,0,1506,0,2,0,2,1,"Ex",6,1,"Gd","Attchd","Fin",2,592,"Y",0,174,0,0,0,1,"No","New","Partial",12.4842042571701
"X20","RL",9100,"No","Reg","Lvl","CollgCr","1Fam","1Story",7,5,2004,1,"Hip","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","GLQ",24,"Unf",0,1836,1860,"Ex","Y","SBrkr",1836,0,0,1836,0,2,0,3,1,"Gd",8,1,"Gd","Attchd","Fin",2,484,"Y",120,33,0,0,0,1,"No","WD","Normal",12.2869011981928
"X60","RL",53504,"No","IR2","HLS","StoneBr","1Fam","2Story",8,5,2003,0,"Hip","CemntBd","Wd Shng","BrkFace",603,"Ex","PConc","Gd","TA","Gd","ALQ",1416,"Unf",0,234,1650,"Ex","Y","SBrkr",1690,1589,0,3279,1,3,1,4,1,"Ex",12,1,"Gd","BuiltIn","Fin",3,841,"Y",503,36,0,0,210,1,"No","WD","Normal",13.1956138391439
"X20","RL",8877,"No","Reg","Lvl","Edwards","1Fam","1Story",4,5,1951,0,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","Fa","Fa","No","LwQ",836,"Unf",0,0,836,"TA","Y","FuseF",1220,0,0,1220,0,1,0,2,1,"TA",6,0,"No","Detchd","Unf",2,396,"Y",0,0,0,0,0,1,"No","COD","Normal",11.5327280922664
"X80","RL",7819,"No","Reg","Lvl","Edwards","1Fam","SLvl",6,5,1976,0,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","TA","Av","ALQ",422,"BLQ",127,480,1029,"TA","Y","SBrkr",1117,0,0,1117,1,1,0,3,1,"TA",6,1,"TA","Detchd","Unf",2,672,"Y",144,0,0,0,0,1,"MnPrv","WD","Abnorml",11.580584113444
"X20","RL",10150,"No","Reg","Lvl","NAmes","1Fam","1Story",5,5,1958,0,"Gable","Wd Sdng","Wd Sdng","None",1,"TA","CBlock","TA","TA","No","Rec",456,"Unf",0,456,912,"Ex","Y","FuseA",912,0,0,912,0,1,0,2,1,"TA",5,0,"No","Attchd","RFn",1,275,"Y",0,0,0,0,0,1,"No","COD","Normal",11.6483301019764
"X20","RL",14226,"No","Reg","Lvl","NridgHt","1Fam","1Story",8,5,2006,0,"Hip","VinylSd","VinylSd","BrkFace",375,"Gd","PConc","Gd","TA","Av","Unf",0,"Unf",0,1935,1935,"Gd","Y","SBrkr",1973,0,0,1973,0,2,0,3,1,"Gd",9,1,"Gd","Attchd","Fin",3,895,"Y",315,45,0,0,0,1,"No","New","Partial",12.8866410438833
"X20","RL",11210,"No","IR1","Lvl","CollgCr","1Fam","1Story",7,5,2005,1,"Gable","VinylSd","VinylSd","BrkFace",240,"Gd","PConc","Gd","TA","Av","GLQ",20,"Unf",0,1594,1614,"Ex","Y","SBrkr",1614,0,0,1614,0,2,0,3,1,"Gd",7,0,"No","Attchd","RFn",3,865,"Y",144,59,0,0,0,1,"No","New","Partial",12.3081778684673
"X20","RL",13350,"No","IR1","Lvl","Sawyer","1Fam","1Story",5,5,1974,0,"Hip","HdBoard","Plywood","None",0,"TA","CBlock","TA","TA","No","ALQ",762,"Unf",0,102,864,"TA","Y","SBrkr",894,0,0,894,1,1,0,3,1,"TA",5,1,"Fa","Attchd","Unf",2,440,"Y",241,0,0,0,0,1,"MnPrv","WD","Normal",11.8670972786908
"X90","RH",8400,"No","Reg","Lvl","SawyerW","Duplex","1Story",5,5,1977,0,"Gable","Plywood","Plywood","BrkFace",320,"TA","Slab","No","No","No","No",0,"No",0,0,0,"TA","Y","SBrkr",2020,0,0,2020,0,2,0,4,2,"TA",10,2,"TA","Detchd","Unf",2,630,"Y",0,0,0,0,0,1,"No","WD","Normal",11.8775685785581
"X90","RL",10530,"No","Reg","Lvl","Mitchel","Duplex","SFoyer",6,5,1977,0,"Gable","Plywood","ImStucc","BrkFace",90,"TA","CBlock","Gd","TA","Gd","GLQ",975,"Unf",0,0,975,"TA","Y","SBrkr",1004,0,0,1004,1,1,0,2,1,"TA",4,0,"No","Attchd","Unf",2,504,"Y",0,0,0,0,0,1,"No","WD","Normal",11.8130300574206
"X60","RL",7153,"No","Reg","Lvl","SawyerW","1Fam","2Story",6,5,1992,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","ALQ",387,"Unf",0,374,761,"Ex","Y","SBrkr",810,793,0,1603,0,2,1,3,1,"Gd",7,0,"No","Attchd","RFn",2,484,"Y",0,124,0,0,0,1,"No","WD","Normal",12.0776709307256
"X20","RL",16285,"No","IR2","Lvl","CollgCr","1Fam","1Story",7,5,2001,1,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,1413,1413,"Ex","Y","SBrkr",1430,0,0,1430,0,2,0,3,1,"Gd",6,0,"No","Attchd","RFn",2,605,"Y",0,33,0,0,0,1,"No","WD","Normal",12.1393985122622
"X50","RM",10800,"No","Reg","Lvl","OldTown","1Fam","1.5Fin",5,6,1915,35,"Gable","MetalSd","MetalSd","None",0,"TA","PConc","Fa","TA","No","LwQ",686,"Unf",0,0,686,"TA","Y","SBrkr",966,686,0,1652,1,2,0,4,1,"TA",7,0,"No","Detchd","Unf",1,416,"Y",0,0,196,0,0,1,"No","WD","Normal",11.8422292121128
"X60","RL",10142,"No","IR1","Lvl","SawyerW","1Fam","2Story",7,5,2004,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","GLQ",656,"Unf",0,300,956,"Ex","Y","SBrkr",956,1128,0,2084,1,2,1,4,1,"Gd",8,0,"No","BuiltIn","RFn",2,618,"Y",0,45,0,0,0,1,"No","WD","Normal",12.3587937325478
"X60","RL",12205,"No","IR1","Low","ClearCr","1Fam","2Story",6,8,1966,41,"Gable","HdBoard","HdBoard","BrkFace",157,"TA","CBlock","TA","Fa","Gd","LwQ",568,"Unf",0,264,832,"Gd","Y","SBrkr",976,1111,0,2087,0,2,1,5,1,"Gd",9,0,"No","Attchd","Fin",2,444,"Y",133,168,0,0,0,1,"No","WD","Normal",12.1415341243926
"X120","RL",3182,"No","Reg","Lvl","Blmngtn","TwnhsE","1Story",7,5,2005,1,"Gable","VinylSd","VinylSd","BrkFace",11,"Gd","PConc","Gd","TA","No","GLQ",16,"Unf",0,1129,1145,"Ex","Y","SBrkr",1145,0,0,1145,0,2,0,2,1,"Gd",5,1,"Gd","Attchd","Fin",2,397,"Y",100,16,0,0,0,1,"No","WD","Normal",11.9841783136164
"X80","RL",11333,"No","IR1","Lvl","Mitchel","1Fam","SLvl",6,5,1976,0,"Gable","HdBoard","HdBoard","None",0,"TA","PConc","Gd","TA","Av","ALQ",539,"Unf",0,490,1029,"TA","Y","SBrkr",1062,0,0,1062,1,1,0,3,1,"TA",5,2,"TA","Attchd","RFn",2,539,"Y",120,0,0,0,0,1,"No","WD","Normal",11.8968263951626
"X60","RL",9920,"No","IR1","Lvl","NoRidge","1Fam","2Story",7,5,1996,1,"Gable","MetalSd","MetalSd","None",0,"Gd","PConc","Gd","TA","Av","GLQ",862,"Unf",0,255,1117,"Ex","Y","SBrkr",1127,886,0,2013,1,2,1,3,1,"TA",8,1,"TA","Attchd","Unf",2,455,"Y",180,130,0,0,0,1,"No","WD","Normal",12.5053991575767
"X20","RL",9158,"No","Reg","Lvl","Somerst","1Fam","1Story",8,5,2007,0,"Gable","CemntBd","CmentBd","Stone",140,"Gd","PConc","Gd","TA","Av","Unf",0,"Unf",0,1496,1496,"Ex","Y","SBrkr",1496,0,0,1496,0,2,0,3,1,"Gd",7,0,"No","Attchd","Fin",2,474,"Y",168,130,0,0,0,1,"No","New","Partial",12.3238556811866
"X60","RL",8400,"No","Reg","Lvl","SawyerW","1Fam","2Story",6,6,1980,1,"Gable","HdBoard","HdBoard","BrkFace",130,"TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,650,650,"TA","Y","SBrkr",888,676,0,1564,0,2,1,3,1,"TA",7,1,"TA","Attchd","Unf",2,476,"Y",0,50,0,0,204,1,"MnPrv","WD","Normal",12.0494188354848
"X20","RL",8197,"No","Reg","Lvl","Sawyer","1Fam","1Story",6,5,1977,0,"Gable","Plywood","Plywood","BrkFace",148,"TA","CBlock","TA","TA","No","Unf",0,"Unf",0,660,660,"Ex","Y","SBrkr",1285,0,0,1285,0,1,1,3,1,"TA",7,1,"TA","Attchd","RFn",2,528,"Y",138,0,0,0,0,1,"MnPrv","WD","Normal",11.8740903141818
"X20","RL",7677,"No","Reg","Lvl","NAmes","1Fam","1Story",5,5,1953,0,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","TA","No","BLQ",570,"Unf",0,203,773,"Gd","Y","SBrkr",773,0,0,773,0,1,0,2,1,"TA",4,0,"No","Attchd","Unf",1,240,"Y",0,0,0,0,0,1,"No","WD","Abnorml",11.6082356447746
"X60","RL",13518,"No","Reg","Lvl","NridgHt","1Fam","2Story",9,5,2008,1,"Hip","VinylSd","VinylSd","Stone",860,"Ex","PConc","Ex","TA","No","Unf",0,"Unf",0,1926,1926,"Ex","Y","SBrkr",1966,1174,0,3140,0,3,1,4,1,"Ex",11,2,"Gd","BuiltIn","Fin",3,820,"Y",144,78,0,0,0,1,"No","New","Partial",13.0919041699196
"X50","RL",7200,"No","Reg","Lvl","SWISU","1Fam","1.5Fin",5,7,1937,13,"Gable","Wd Sdng","Wd Sdng","BrkFace",252,"TA","BrkTil","Gd","TA","No","ALQ",569,"Unf",0,162,731,"Ex","Y","SBrkr",981,787,0,1768,1,1,1,3,1,"Gd",7,2,"TA","Detchd","Unf",1,240,"Y",0,0,264,0,0,1,"MnPrv","WD","Normal",12.0725412529057
"X30","RM",4800,"No","Reg","Lvl","IDOTRR","1Fam","1Story",4,7,1916,74,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","No","LwQ",197,"Unf",0,999,1196,"Ex","Y","FuseA",1196,0,0,1196,1,1,0,2,1,"TA",5,0,"No","Detchd","Unf",2,440,"Y",0,0,0,0,0,1,"No","WD","Normal",11.6073261403917
"X60","RL",8199,"No","Reg","Lvl","CollgCr","1Fam","2Story",7,5,2005,0,"Gable","WdShing","Wd Shng","None",0,"Gd","PConc","Gd","TA","Av","GLQ",648,"Unf",0,80,728,"Ex","Y","SBrkr",728,728,0,1456,1,2,1,3,1,"Gd",7,1,"Gd","Attchd","Fin",2,410,"Y",36,18,0,0,0,1,"No","WD","Normal",12.1495022940418
"X60","RL",13891,"No","Reg","Lvl","NridgHt","1Fam","2Story",9,5,2008,1,"Hip","VinylSd","VinylSd","Stone",424,"Ex","PConc","Ex","TA","Gd","Unf",0,"Unf",0,1734,1734,"Ex","Y","SBrkr",1734,1088,0,2822,0,3,1,4,1,"Ex",12,1,"Gd","BuiltIn","RFn",3,1020,"Y",52,170,0,0,192,1,"No","New","Partial",13.2758275359155
"X20","RL",9000,"No","Reg","Lvl","NAmes","1Fam","1Story",5,5,1954,0,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","TA","No","LwQ",812,"Unf",0,124,936,"TA","Y","SBrkr",1128,0,0,1128,0,1,0,2,1,"TA",5,0,"No","Attchd","Unf",1,286,"Y",0,0,0,0,0,1,"GdWo","WD","Family",11.6784399034478
"X20","RL",12274,"No","IR1","Lvl","Somerst","1Fam","1Story",7,5,2008,0,"Gable","VinylSd","VinylSd","Stone",256,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,1417,1417,"Ex","Y","SBrkr",1428,0,0,1428,0,2,0,3,1,"Ex",6,0,"No","Attchd","RFn",2,554,"Y",0,60,0,0,0,1,"No","New","Partial",12.3356964133237
"X80","RL",9750,"No","Reg","Lvl","NAmes","1Fam","SLvl",5,5,1967,0,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","TA","TA","Av","ALQ",400,"Rec",480,100,980,"Gd","Y","SBrkr",980,0,0,980,0,2,0,3,1,"TA",6,0,"No","Attchd","Fin",1,384,"Y",68,0,0,0,0,1,"No","WD","Normal",11.8167269193019
"X80","RL",13400,"No","Reg","Lvl","NAmes","1Fam","SLvl",5,5,1966,0,"Gable","VinylSd","VinylSd","BrkFace",1047,"TA","CBlock","TA","TA","Av","ALQ",516,"BLQ",128,380,1024,"TA","Y","SBrkr",1086,0,0,1086,1,1,0,3,1,"TA",6,1,"Gd","Attchd","RFn",2,484,"Y",0,0,0,0,0,1,"GdWo","WD","Normal",11.9826165453777
"X75","RM",8100,"No","Reg","Lvl","OldTown","1Fam","2.5Unf",5,5,1898,67,"Hip","AsbShng","AsbShng","None",0,"TA","PConc","TA","TA","No","Unf",0,"Unf",0,849,849,"TA","N","FuseA",1075,1063,0,2138,0,2,0,2,3,"TA",11,0,"No","Detchd","Unf",2,360,"N",40,156,0,0,0,1,"MnPrv","WD","Normal",11.5711943730942
"X20","RL",10140,"No","Reg","Lvl","NWAmes","1Fam","1Story",6,6,1974,25,"Hip","HdBoard","HdBoard","BrkFace",99,"TA","CBlock","TA","TA","No","ALQ",663,"LwQ",377,0,1040,"Fa","Y","SBrkr",1309,0,0,1309,1,1,1,3,1,"Gd",5,1,"Fa","Attchd","RFn",2,484,"Y",265,0,0,0,0,0,"GdPrv","WD","Normal",12.106252310248
